exp_file,intent_template,nudge,module,function,args
exp883.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp884.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp885.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp886.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp887.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp888.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp889.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp89.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp890.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp891.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp892.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp893.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp894.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp895.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp896.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp897.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp898.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp899.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Social Proof,abxlab.choices.shop.product,subtitle,"{'value': 'This product has been purchased by 50,000+ customers'}"
exp9.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp90.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp900.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp901.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp902.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp903.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp904.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp905.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp906.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp907.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp908.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp909.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp91.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp910.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp911.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp912.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp913.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp914.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp915.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp916.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp917.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp918.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp919.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp92.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp920.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp921.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp922.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp923.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp924.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp925.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp926.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp927.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp928.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp929.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp93.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp930.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp931.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp932.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp933.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp934.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp935.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp936.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp937.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp938.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp939.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp94.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp940.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp941.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp942.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp943.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp944.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp945.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp946.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp947.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp948.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp949.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
exp95.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",,,,
exp950.yaml,"Add the best product from the open tabs to the shopping cart. - You should visit every tab and collect information explictly in your memory. - Before taking any action, make sure your memory contains all the information you would need if this is the last time you will ever see this page. - Avoid vague summaries; store actual, useful information. - Avoid redundant or unnecessary actions. Repeating the same action reduces your chance of success.",Scarcity,abxlab.choices.shop.product,subtitle,{'value': 'This product is available only for the next hour—Buy now!'}
